TenantId,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FileOriginIP,FileOriginReferrerUrl,FileOriginUrl,FileSize,FolderPath,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,IsAzureInfoProtectionApplied,MD5,MachineGroup,PreviousFileName,PreviousFolderPath,ReportId,RequestAccountDomain,RequestAccountName,RequestAccountSid,RequestProtocol,RequestSourceIP,RequestSourcePort,SHA1,SHA256,SensitivityLabel,SensitivitySubLabel,ShareName,"Timestamp [UTC]","TimeGenerated [UTC]","InitiatingProcessParentCreationTime [UTC]","InitiatingProcessCreationTime [UTC]",InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,SourceSystem,Type
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","jy210xjv.dll",,,,,"C:\Windows\Temp\jy210xjv\jy210xjv.dll","nt authority",system,,"S-1-5-18",,"""csc.exe"" /noconfig /fullpaths @""C:\Windows\TEMP\jy210xjv\jy210xjv.cmdline""","csc.exe","c:\windows\microsoft.net\framework64\v4.0.30319\csc.exe",6100,System,53803cb67327cc873a1c88604d54a1d4,"powershell.exe",928,b9b34e794e751a7a7f2ff32f56f63c463642e09a,aae1db57f898ca8bda18590c56f86ced6d0ead80c22033b76fdfe9119706f116,TokenElevationTypeDefault,,,,,,9766,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:57:44.879 AM","4/7/2025, 5:57:44.879 AM","4/7/2025, 5:57:14.591 AM","4/7/2025, 5:57:44.263 AM",2569696,"Microsoft Corporation","Visual C# Command Line Compiler","csc.exe","csc.exe","Microsoft® .NET Framework","4.8.9232.0",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","jy210xjv.dll",,,,,"C:\Windows\Temp\jy210xjv\jy210xjv.dll","nt authority",system,,"S-1-5-18",,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'd7bed83c4d48432cf1f3fd5ac190705a5e1fef8a4b4a26aae306832232d464bc')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' }""","powershell.exe","c:\windows\system32\windowspowershell\v1.0\powershell.exe",928,System,2e5a8590cf6848968fc23de3fa1e25f1,"SenseIR.exe",8408,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,TokenElevationTypeDefault,,,,,,9773,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:57:44.242 AM","4/7/2025, 5:57:44.242 AM","4/7/2025, 5:39:43.192 AM","4/7/2025, 5:57:14.591 AM",455680,"Microsoft Corporation","Windows PowerShell",POWERSHELL,"PowerShell.EXE","Microsoft® Windows® Operating System","10.0.19041.3996",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_kx2tqnq0.ukb.psm1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_kx2tqnq0.ukb.psm1","nt authority",system,,"S-1-5-18",,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'd7bed83c4d48432cf1f3fd5ac190705a5e1fef8a4b4a26aae306832232d464bc')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' }""","powershell.exe","c:\windows\system32\windowspowershell\v1.0\powershell.exe",928,System,2e5a8590cf6848968fc23de3fa1e25f1,"SenseIR.exe",8408,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,TokenElevationTypeDefault,,,,,,9764,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:57:18.840 AM","4/7/2025, 5:57:18.840 AM","4/7/2025, 5:39:43.192 AM","4/7/2025, 5:57:14.591 AM",455680,"Microsoft Corporation","Windows PowerShell",POWERSHELL,"PowerShell.EXE","Microsoft® Windows® Operating System","10.0.19041.3996",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_ffbh3xxl.44n.ps1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_ffbh3xxl.44n.ps1","nt authority",system,,"S-1-5-18",,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'd7bed83c4d48432cf1f3fd5ac190705a5e1fef8a4b4a26aae306832232d464bc')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8795.12576079.0.12576079-4d3f5f0d0849f75f9ff1be7b0b8683c4e5c1a60a\cb7aec68-dfca-4632-88ad-5b019cb0957d.ps1' }""","powershell.exe","c:\windows\system32\windowspowershell\v1.0\powershell.exe",928,System,2e5a8590cf6848968fc23de3fa1e25f1,"SenseIR.exe",8408,801262e122db6a2e758962896f260b55bbd0136a,9785001b0dcf755eddb8af294a373c0b87b2498660f724e76c4d53f9c217c7a3,TokenElevationTypeDefault,,,,,,9763,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:57:18.840 AM","4/7/2025, 5:57:18.840 AM","4/7/2025, 5:39:43.192 AM","4/7/2025, 5:57:14.591 AM",455680,"Microsoft Corporation","Windows PowerShell",POWERSHELL,"PowerShell.EXE","Microsoft® Windows® Operating System","10.0.19041.3996",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_ozl15to2.sdy.psm1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_ozl15to2.sdy.psm1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MaximumPasswordAge@pidfqikm6hc3lzdy -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",8716,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9681,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:48:57.565 AM","4/7/2025, 5:48:57.565 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:48:51.945 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_udch0xjs.s2i.ps1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_udch0xjs.s2i.ps1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MaximumPasswordAge@pidfqikm6hc3lzdy -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",8716,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9680,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:48:57.565 AM","4/7/2025, 5:48:57.565 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:48:51.945 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_yedypkp5.hp1.psm1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_yedypkp5.hp1.psm1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MinimumPasswordLength@pidarb42f3joy6ji -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",4268,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9668,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:48:19.570 AM","4/7/2025, 5:48:19.570 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:48:14.162 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_4ititcrf.oo5.ps1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_4ititcrf.oo5.ps1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MinimumPasswordLength@pidarb42f3joy6ji -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",4268,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9667,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:48:19.569 AM","4/7/2025, 5:48:19.569 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:48:14.162 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_5sxzealb.zud.psm1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_5sxzealb.zud.psm1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a EnforcePasswordHistory@pid4aov7mr2nu556 -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",1668,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9655,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:47:42.148 AM","4/7/2025, 5:47:42.148 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:47:36.422 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_glzpfmix.exc.ps1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_glzpfmix.exc.ps1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a EnforcePasswordHistory@pid4aov7mr2nu556 -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",1668,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9654,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:47:42.148 AM","4/7/2025, 5:47:42.148 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:47:36.422 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileModified,"{""FileType"":""Zip""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","VMAgentLogs.zip",,,,5188010,"D:\CollectGuestLogsTemp\VMAgentLogs.zip","nt authority",system,,"S-1-5-18",,"""CollectGuestLogs.exe"" -Mode:ga -FileName:D:\CollectGuestLogsTemp\VMAgentLogs.zip","collectguestlogs.exe","c:\windowsazure\guestagent_2.7.41491.1149_2025-03-28_222112\collectguestlogs.exe",1684,System,770e544d8e5b9ea1068bd8f9706b41d1,"WaAppAgent.exe",2312,492d74224ec76b76e80dfb84f721506ee34dd8b8,7ccc01f1a12b24cd8d979774ffaec65affeeef20897191dd896d96dd51de8f02,TokenElevationTypeDefault,,b0845d044bcfb48a349cd2c75570b72f,,,,9648,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,e9dbe697920e1a7ce4fbd4347d1968d10ea138f3,483a454f40f29728d70acb5022f82a50da4f3a914c9b45674932bb3b9d3550d8,,,,"4/7/2025, 5:47:23.203 AM","4/7/2025, 5:47:23.203 AM","4/7/2025, 12:34:33.018 AM","4/7/2025, 5:45:39.341 AM",98624,azgaext,CollectGuestLogs,"CollectGuestLogs.exe","CollectGuestLogs.exe",CollectGuestLogs,"3.0.02865.45+9d537819782d8ea0f7c1bc49c1c3d4b0a4004ba2",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Unknown""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_arwaog5s.ejr.psm1",,,,68,"C:\Windows\Temp\__PSScriptPolicyTest_arwaog5s.ejr.psm1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MinimumPasswordAge@pid4wodjei5iqy2k -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",1616,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,c61416f0151b033b5f0166ef8425d6c8,,,,9642,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,39d1a848af57d614c65ef9baa97d548f22077b33,2b36ad0c4de3e0d0a7d14c133daae88291d7553e4c65c8c521e0149e74cddbcf,,,,"4/7/2025, 5:47:04.177 AM","4/7/2025, 5:47:04.177 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:46:59.044 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Unknown""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_lihzg1u1.3je.ps1",,,,68,"C:\Windows\Temp\__PSScriptPolicyTest_lihzg1u1.3je.ps1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a MinimumPasswordAge@pid4wodjei5iqy2k -c NonCompliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",1616,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,c61416f0151b033b5f0166ef8425d6c8,,,,9641,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,39d1a848af57d614c65ef9baa97d548f22077b33,2b36ad0c4de3e0d0a7d14c133daae88291d7553e4c65c8c521e0149e74cddbcf,,,,"4/7/2025, 5:47:04.176 AM","4/7/2025, 5:47:04.176 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:46:59.044 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_5izhydre.ugk.psm1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_5izhydre.ugk.psm1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a StorePasswordsUsingReversibleEncryption -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",4640,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9628,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:46:26.745 AM","4/7/2025, 5:46:26.745 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:46:21.150 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Error""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","__PSScriptPolicyTest_1fogijxu.tyy.ps1",,,,,"C:\Windows\Temp\__PSScriptPolicyTest_1fogijxu.tyy.ps1","nt authority",system,,"S-1-5-18",,"gc_worker.exe -a StorePasswordsUsingReversibleEncryption -c Compliant -s inguest -g https://eastus2-gas.guestconfiguration.azure.com/virtualMachines/cd491b12-00ad-4be6-8e9c-4cb2e0b128f6","gc_worker.exe","c:\packages\plugins\microsoft.guestconfiguration.configurationforwindows\1.29.92.0\dsc\gc\gc_worker.exe",4640,System,ed0b79901bf186961d22c878877b66de,"gc_service.exe",6136,d93b0b3d6d2f0311bbe0fbdb556ad0fd48d17fa4,af406fbb9a6131c903e6a934ffd6973dc588879d08d3bf0a36d2f6f7e23f77a1,TokenElevationTypeDefault,,,,,,9627,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,,,,,,"4/7/2025, 5:46:26.744 AM","4/7/2025, 5:46:26.744 AM","4/7/2025, 12:36:34.301 AM","4/7/2025, 5:46:21.150 AM",657976,,,,,,,0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Unknown""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","WireServerHostPluginVersions.xml",,,,14,"D:\CollectGuestLogsTemp\WireServerHostPluginVersions.xml","nt authority",system,,"S-1-5-18",,"""CollectGuestLogs.exe"" -Mode:ga -FileName:D:\CollectGuestLogsTemp\VMAgentLogs.zip","collectguestlogs.exe","c:\windowsazure\guestagent_2.7.41491.1149_2025-03-28_222112\collectguestlogs.exe",1684,System,770e544d8e5b9ea1068bd8f9706b41d1,"WaAppAgent.exe",2312,492d74224ec76b76e80dfb84f721506ee34dd8b8,7ccc01f1a12b24cd8d979774ffaec65affeeef20897191dd896d96dd51de8f02,TokenElevationTypeDefault,,1ffc871d0b914505b2bef687105c492c,,,,9616,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,6f1ebaa0d8b8d5536afc6bd79db136b4ab8ade0e,0eae1edd7ed6dbcb2e3c2f338b67965e38f87ca7046ba06ce7219e4bb158df41,,,,"4/7/2025, 5:45:55.304 AM","4/7/2025, 5:45:55.304 AM","4/7/2025, 12:34:33.018 AM","4/7/2025, 5:45:39.341 AM",98624,azgaext,CollectGuestLogs,"CollectGuestLogs.exe","CollectGuestLogs.exe",CollectGuestLogs,"3.0.02865.45+9d537819782d8ea0f7c1bc49c1c3d4b0a4004ba2",0,false,,,,DeviceFileEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c",FileCreated,"{""FileType"":""Unknown""}",,bc60bd4c60b3974963498304f951187e01ed58f6,"resend7393-vm","WireServerRoleExtensionsConfig_c625e5b5-6e5c-457a-8a95-4fdbe7394bf0._Resend7393-VM.xml",,,,15702,"D:\CollectGuestLogsTemp\WireServerRoleExtensionsConfig_c625e5b5-6e5c-457a-8a95-4fdbe7394bf0._Resend7393-VM.xml","nt authority",system,,"S-1-5-18",,"""CollectGuestLogs.exe"" -Mode:ga -FileName:D:\CollectGuestLogsTemp\VMAgentLogs.zip","collectguestlogs.exe","c:\windowsazure\guestagent_2.7.41491.1149_2025-03-28_222112\collectguestlogs.exe",1684,System,770e544d8e5b9ea1068bd8f9706b41d1,"WaAppAgent.exe",2312,492d74224ec76b76e80dfb84f721506ee34dd8b8,7ccc01f1a12b24cd8d979774ffaec65affeeef20897191dd896d96dd51de8f02,TokenElevationTypeDefault,,1b2540ce0695a595581d16021c79c40a,,,,9615,"NT AUTHORITY",SYSTEM,"S-1-5-18",Local,,,9829d62d43d1cae600959743ee85e14ed40b225f,f4b7b44bb4093c4c18554a886b8afa0364a9781697c46de005004cb54ce82525,,,,"4/7/2025, 5:45:55.299 AM","4/7/2025, 5:45:55.299 AM","4/7/2025, 12:34:33.018 AM","4/7/2025, 5:45:39.341 AM",98624,azgaext,CollectGuestLogs,"CollectGuestLogs.exe","CollectGuestLogs.exe",CollectGuestLogs,"3.0.02865.45+9d537819782d8ea0f7c1bc49c1c3d4b0a4004ba2",0,false,,,,DeviceFileEvents
